"chart_position","chart_date","song","performer","song_id"
45,2020-03-21,"Chrome Heart Tags","Lil Uzi Vert","Chrome Heart TagsLil Uzi Vert"
65,2020-03-21,"Happiness Over Everything (H.O.E.)","Jhene Aiko Featuring Future & Miguel","Happiness Over Everything (H.O.E.)Jhene Aiko Featuring Future & Miguel"
37,2020-03-21,"I'm Sorry","Lil Uzi Vert","I'm SorryLil Uzi Vert"
28,2020-03-21,"POP","Lil Uzi Vert","POPLil Uzi Vert"
72,2020-03-21,"Secure The Bag","Lil Uzi Vert","Secure The BagLil Uzi Vert"
76,2020-03-21,"Urgency","Lil Uzi Vert Featuring Syd","UrgencyLil Uzi Vert Featuring Syd"
39,2020-03-21,"Venetia","Lil Uzi Vert","VenetiaLil Uzi Vert"
36,2020-03-21,"You Better Move","Lil Uzi Vert","You Better MoveLil Uzi Vert"
90,2020-03-28,"Cardigan","Don Toliver","CardiganDon Toliver"
83,2020-03-28,"Come This Way","Lil Uzi Vert","Come This WayLil Uzi Vert"
87,2020-03-28,"Got The Guap","Lil Uzi Vert Featuring Young Thug","Got The GuapLil Uzi Vert Featuring Young Thug"
66,2020-03-28,"I Can Show You","Lil Uzi Vert","I Can Show YouLil Uzi Vert"
72,2020-03-28,"Leaders","Lil Uzi Vert Featuring NAV","LeadersLil Uzi Vert Featuring NAV"
45,2020-03-28,"Lotus","Lil Uzi Vert","LotusLil Uzi Vert"
89,2020-03-28,"Money Spread","Lil Uzi Vert Featuring Young Nudy","Money SpreadLil Uzi Vert Featuring Young Nudy"
62,2020-03-28,"Moon Relate","Lil Uzi Vert","Moon RelateLil Uzi Vert"
76,2020-03-28,"No Auto","Lil Uzi Vert Featuring Lil Durk","No AutoLil Uzi Vert Featuring Lil Durk"
60,2020-03-28,"Strawberry Peels","Lil Uzi Vert Featuring Young Thug & Gunna","Strawberry PeelsLil Uzi Vert Featuring Young Thug & Gunna"
68,2020-03-28,"Trap This Way (This Way)","Lil Uzi Vert","Trap This Way (This Way)Lil Uzi Vert"
54,2020-03-28,"Wassup","Lil Uzi Vert Featuring Future","WassupLil Uzi Vert Featuring Future"
21,2020-04-04,"Alone Again","The Weeknd","Alone AgainThe Weeknd"
39,2020-04-04,"Escape From LA","The Weeknd","Escape From LAThe Weeknd"
45,2020-04-04,"Faith","The Weeknd","FaithThe Weeknd"
25,2020-04-04,"Hardest To Love","The Weeknd","Hardest To LoveThe Weeknd"
69,2020-04-04,"Repeat After Me (Interlude)","The Weeknd","Repeat After Me (Interlude)The Weeknd"
24,2020-04-04,"Scared To Live","The Weeknd","Scared To LiveThe Weeknd"
32,2020-04-04,"Snowchild","The Weeknd","SnowchildThe Weeknd"
95,2020-04-04,"The Other Girl","Kelsea Ballerini x Halsey","The Other GirlKelsea Ballerini x Halsey"
28,2020-04-04,"Too Late","The Weeknd","Too LateThe Weeknd"
80,2020-04-04,"Until I Bleed Out","The Weeknd","Until I Bleed OutThe Weeknd"
64,2020-04-18,"Fuck The World","Rod Wave","Fuck The WorldRod Wave"
77,2020-04-18,"I Remember","Rod Wave","I RememberRod Wave"
99,2020-04-18,"No Weakness","Rod Wave","No WeaknessRod Wave"
67,2020-04-18,"Pray 4 Love","Rod Wave","Pray 4 LoveRod Wave"
84,2020-04-18,"Ribbon In The Sky","Rod Wave","Ribbon In The SkyRod Wave"
78,2020-04-18,"The Greatest","Rod Wave","The GreatestRod Wave"
74,2020-04-18,"Thief In The Night","Rod Wave","Thief In The NightRod Wave"
95,2020-04-18,"Thug Life","Rod Wave","Thug LifeRod Wave"
76,2020-04-18,"Tycoon","Future","TycoonFuture"
100,2020-04-25,"Boss Bitch","Doja Cat","Boss BitchDoja Cat"
59,2020-04-25,"Boyfriend","Selena Gomez","BoyfriendSelena Gomez"
84,2020-04-25,"DND","Polo G","DNDPolo G"
54,2020-04-25,"Stupid Again","Tory Lanez","Stupid AgainTory Lanez"
35,2020-05-02,"@ MEH","Playboi Carti","@ MEHPlayboi Carti"
64,2020-05-02,"BLAME IT ON BABY","DaBaby","BLAME IT ON BABYDaBaby"
63,2020-05-02,"CAN'T STOP","DaBaby","CAN'T STOPDaBaby"
85,2020-05-02,"CHAMPION","DaBaby","CHAMPIONDaBaby"
71,2020-05-02,"DROP","DaBaby Featuring A Boogie Wit da Hoodie & London On Da Track","DROPDaBaby Featuring A Boogie Wit da Hoodie & London On Da Track"
86,2020-05-02,"I Dare You","Kelly Clarkson","I Dare YouKelly Clarkson"
53,2020-05-02,"LIGHTSKIN SH*T","DaBaby Featuring Future & jetsonmade","LIGHTSKIN SH*TDaBaby Featuring Future & jetsonmade"
44,2020-05-02,"PICK UP","DaBaby Featuring Quavo","PICK UPDaBaby Featuring Quavo"
69,2020-05-02,"SAD SHIT","DaBaby","SAD SHITDaBaby"
74,2020-05-02,"TALK ABOUT IT","DaBaby","TALK ABOUT ITDaBaby"
83,2020-05-09,"Ain't Easy","YoungBoy Never Broke Again","Ain't EasyYoungBoy Never Broke Again"
90,2020-05-09,"Bout My Business","YoungBoy Never Broke Again Featuring Sherhonda Gaulden","Bout My BusinessYoungBoy Never Broke Again Featuring Sherhonda Gaulden"
86,2020-05-09,"Diamonds","YoungBoy Never Broke Again","DiamondsYoungBoy Never Broke Again"
92,2020-05-09,"Rough Ryder","YoungBoy Never Broke Again","Rough RyderYoungBoy Never Broke Again"
65,2020-05-09,"Sasuke","Lil Uzi Vert","SasukeLil Uzi Vert"
99,2020-05-09,"Thug Of Spades","YoungBoy Never Broke Again Featuring DaBaby","Thug Of SpadesYoungBoy Never Broke Again Featuring DaBaby"
32,2020-05-16,"Deep Pockets","Drake","Deep PocketsDrake"
45,2020-05-16,"From Florida With Love","Drake","From Florida With LoveDrake"
86,2020-05-16,"Humble","Lil Baby","HumbleLil Baby"
39,2020-05-16,"Landed","Drake","LandedDrake"
51,2020-05-16,"Losses","Drake","LossesDrake"
25,2020-05-16,"Not You Too","Drake Featuring Chris Brown","Not You TooDrake Featuring Chris Brown"
65,2020-05-16,"Social Distancing","Lil Baby","Social DistancingLil Baby"
52,2020-05-16,"War","Drake","WarDrake"
35,2020-05-16,"When To Say When","Drake","When To Say WhenDrake"
50,2020-05-23,"Can I","Kehlani Featuring Tory Lanez","Can IKehlani Featuring Tory Lanez"
80,2020-05-23,"Change Your Life","Kehlani Featuring Jhene Aiko","Change Your LifeKehlani Featuring Jhene Aiko"
68,2020-05-23,"Toxic","Kehlani","ToxicKehlani"
91,2020-05-23,"Viral Moment","Lil Durk","Viral MomentLil Durk"
65,2020-05-23,"Zoo York","Lil Tjay Featuring Fivio Foreign & Pop Smoke","Zoo YorkLil Tjay Featuring Fivio Foreign & Pop Smoke"
93,2020-05-30,"33","Polo G","33Polo G"
54,2020-05-30,"All Bad","Future Featuring Lil Uzi Vert","All BadFuture Featuring Lil Uzi Vert"
92,2020-05-30,"Beautiful Pain (Losin My Mind)","Polo G","Beautiful Pain (Losin My Mind)Polo G"
88,2020-05-30,"Don't Believe The Hype","Polo G","Don't Believe The HypePolo G"
68,2020-05-30,"Hard To Choose One","Future","Hard To Choose OneFuture"
84,2020-05-30,"Harlem Shake","Future Featuring Young Thug","Harlem ShakeFuture Featuring Young Thug"
71,2020-05-30,"Hitek Tek","Future","Hitek TekFuture"
95,2020-05-30,"I Know","Polo G","I KnowPolo G"
82,2020-05-30,"One Of My","Future","One Of MyFuture"
79,2020-05-30,"Posted With Demons","Future","Posted With DemonsFuture"
69,2020-05-30,"Ridin Strikers","Future","Ridin StrikersFuture"
75,2020-05-30,"Too Comfortable","Future","Too ComfortableFuture"
81,2020-05-30,"Touch The Sky","Future","Touch The SkyFuture"
53,2020-05-30,"Trapped In The Sun","Future","Trapped In The SunFuture"
67,2020-06-06,"Argentina","Gunna","ArgentinaGunna"
59,2020-06-06,"Blindfold","Gunna Featuring Lil Baby","BlindfoldGunna Featuring Lil Baby"
76,2020-06-06,"Daechwita","Agust D","DaechwitaAgust D"
98,2020-06-06,"Feigning","Gunna","FeigningGunna"
86,2020-06-06,"Gimmick","Gunna","GimmickGunna"
84,2020-06-06,"MOTW","Gunna","MOTWGunna"
70,2020-06-06,"Met Gala","Gunna","Met GalaGunna"
78,2020-06-06,"Nasty Girl / On Camera","Gunna","Nasty Girl / On CameraGunna"
55,2020-06-06,"Top Floor","Gunna Featuring Travis Scott","Top FloorGunna Featuring Travis Scott"
57,2020-06-06,"Wunna","Gunna","WunnaGunna"
84,2020-06-13,"Alice","Lady Gaga","AliceLady Gaga"
86,2020-06-13,"Hasta Que Dios Diga","Anuel AA & Bad Bunny","Hasta Que Dios DigaAnuel AA & Bad Bunny"
88,2020-06-13,"Lose Somebody","Kygo & OneRepublic","Lose SomebodyKygo & OneRepublic"
83,2020-06-13,"T.D","Lil Yachty & Tierra Whack Featuring A$AP Rocky & Tyler, The Creator","T.DLil Yachty & Tierra Whack Featuring A$AP Rocky & Tyler, The Creator"
66,2020-06-13,"TKN","ROSALIA & Travis Scott","TKNROSALIA & Travis Scott"
95,2020-06-20,"Hard Days","Brantley Gilbert","Hard DaysBrantley Gilbert"
100,2020-06-20,"Worldwide Beautiful","Kane Brown","Worldwide BeautifulKane Brown"
96,2020-06-27,"The Man Who Loves You The Most","Zac Brown Band","The Man Who Loves You The MostZac Brown Band"
57,2020-07-04,"Bleed","A Boogie Wit da Hoodie","BleedA Boogie Wit da Hoodie"
94,2020-07-04,"One Shot","YoungBoy Never Broke Again Featuring Lil Baby","One ShotYoungBoy Never Broke Again Featuring Lil Baby"
75,2020-07-11,"Know My Rights","6LACK Featuring Lil Baby","Know My Rights6LACK Featuring Lil Baby"
92,2020-07-11,"Stick That In Your Country Song","Eric Church","Stick That In Your Country SongEric Church"
55,2020-07-18,"Bad Bitch From Tokyo (Intro)","Pop Smoke","Bad Bitch From Tokyo (Intro)Pop Smoke"
57,2020-07-18,"Creature","Pop Smoke Featuring Swae Lee","CreaturePop Smoke Featuring Swae Lee"
76,2020-07-18,"Diana","Pop Smoke Featuring King Combs","DianaPop Smoke Featuring King Combs"
54,2020-07-18,"Snitchin","Pop Smoke Featuring Quavo & Future","SnitchinPop Smoke Featuring Quavo & Future"
79,2020-07-18,"Tunnel Vision (Outro)","Pop Smoke","Tunnel Vision (Outro)Pop Smoke"
65,2020-07-18,"West Coast Shit","Pop Smoke Featuring Tyga & Quavo","West Coast ShitPop Smoke Featuring Tyga & Quavo"
99,2020-07-18,"YaYa","6ix9ine","YaYa6ix9ine"
43,2020-07-18,"Yea Yea","Pop Smoke","Yea YeaPop Smoke"
47,2020-07-25,"I Want It","Juice WRLD","I Want ItJuice WRLD"
84,2020-07-25,"Let It Go","Summer Walker","Let It GoSummer Walker"
86,2020-07-25,"My Affection","Summer Walker & PARTYNEXTDOOR","My AffectionSummer Walker & PARTYNEXTDOOR"
22,2020-07-25,"The Adventures Of Moon Man & Slim Shady","Kid Cudi & Eminem","The Adventures Of Moon Man & Slim ShadyKid Cudi & Eminem"
57,2020-08-08,"Epiphany","Taylor Swift","EpiphanyTaylor Swift"
71,2020-08-08,"Hoax","Taylor Swift","HoaxTaylor Swift"
44,2020-08-08,"Illicit Affairs","Taylor Swift","Illicit AffairsTaylor Swift"
47,2020-08-08,"Mad Woman","Taylor Swift","Mad WomanTaylor Swift"
58,2020-08-08,"Peace","Taylor Swift","PeaceTaylor Swift"
95,2020-08-08,"Perfect","Logic","PerfectLogic"
39,2020-08-08,"This Is Me Trying","Taylor Swift","This Is Me TryingTaylor Swift"
92,2020-08-15,"No Dribble","DaBaby x Stunna 4 Vegas","No DribbleDaBaby x Stunna 4 Vegas"
86,2020-08-22,"Freestyle","Rod Wave","FreestyleRod Wave"
62,2020-08-22,"Letter From Houston","Rod Wave","Letter From HoustonRod Wave"
96,2020-09-05,"Spicy","Nas Featuring Fivio Foreign & A$AP Ferg","SpicyNas Featuring Fivio Foreign & A$AP Ferg"
74,2020-09-05,"The Plan","Travis Scott","The PlanTravis Scott"
79,2020-09-12,"Blastoff","Internet Money Featuring Juice WRLD & Trippie Redd","BlastoffInternet Money Featuring Juice WRLD & Trippie Redd"
83,2020-09-12,"Expensive","Ty Dolla $ign Featuring Nicki Minaj","ExpensiveTy Dolla $ign Featuring Nicki Minaj"
95,2020-09-19,"Body Language","Big Sean Featuring Ty Dolla $ign & Jhene Aiko","Body LanguageBig Sean Featuring Ty Dolla $ign & Jhene Aiko"
82,2020-09-19,"Deep Reverence","Big Sean Featuring Nipsey Hussle","Deep ReverenceBig Sean Featuring Nipsey Hussle"
69,2020-09-19,"Lithuania","Big Sean Featuring Travis Scott","LithuaniaBig Sean Featuring Travis Scott"
62,2020-09-19,"The Voice","Lil Durk","The VoiceLil Durk"
97,2020-09-19,"Why Would I Stop?","Big Sean","Why Would I Stop?Big Sean"
76,2020-09-26,"Cross Roads","YoungBoy Never Broke Again","Cross RoadsYoungBoy Never Broke Again"
72,2020-09-26,"Dead Trollz","YoungBoy Never Broke Again","Dead TrollzYoungBoy Never Broke Again"
98,2020-09-26,"Dirty Stick","YoungBoy Never Broke Again","Dirty StickYoungBoy Never Broke Again"
65,2020-09-26,"Gone Too Soon","Andrew Jannakos","Gone Too SoonAndrew Jannakos"
88,2020-09-26,"Right Foot Creep","YoungBoy Never Broke Again","Right Foot CreepYoungBoy Never Broke Again"
81,2020-09-26,"The Last Backyard...","YoungBoy Never Broke Again","The Last Backyard...YoungBoy Never Broke Again"
80,2020-10-03,"Dolly","Lil Tecca & Lil Uzi Vert","DollyLil Tecca & Lil Uzi Vert"
91,2020-10-03,"Me Gusta","Anitta Featuring Cardi B & Myke Towers","Me GustaAnitta Featuring Cardi B & Myke Towers"
92,2020-10-03,"Wet. (She Got That...)","YFN Lucci","Wet. (She Got That...)YFN Lucci"
90,2020-10-03,"When You Down","Lil Tecca & Polo G Featuring Lil Durk","When You DownLil Tecca & Polo G Featuring Lil Durk"
94,2020-10-10,"Ay, Dios Mio!","Karol G","Ay, Dios Mio!Karol G"
89,2020-10-10,"Better","Zayn","BetterZayn"
91,2020-10-10,"Drunk Face","Machine Gun Kelly","Drunk FaceMachine Gun Kelly"
97,2020-10-10,"Money Over Fallouts","Tory Lanez","Money Over FalloutsTory Lanez"
83,2020-10-17,"Always Forever","Bryson Tiller","Always ForeverBryson Tiller"
57,2020-10-17,"Brand New Draco","21 Savage & Metro Boomin","Brand New Draco21 Savage & Metro Boomin"
37,2020-10-17,"Fallin'","Why Don't We","Fallin'Why Don't We"
59,2020-10-17,"Lovesick Girls","BLACKPINK","Lovesick GirlsBLACKPINK"
56,2020-10-17,"My Dawg","21 Savage & Metro Boomin","My Dawg21 Savage & Metro Boomin"
71,2020-10-17,"No Opp Left Behind","21 Savage & Metro Boomin","No Opp Left Behind21 Savage & Metro Boomin"
48,2020-10-17,"Outta Time","Bryson Tiller Featuring Drake","Outta TimeBryson Tiller Featuring Drake"
76,2020-10-17,"RIP Luv","21 Savage & Metro Boomin","RIP Luv21 Savage & Metro Boomin"
91,2020-10-17,"Said N Done","21 Savage & Metro Boomin","Said N Done21 Savage & Metro Boomin"
61,2020-10-17,"Snitches & Rats","21 Savage & Metro Boomin Featuring Young Nudy","Snitches & Rats21 Savage & Metro Boomin Featuring Young Nudy"
74,2020-10-17,"Steppin On N*ggas","21 Savage & Metro Boomin","Steppin On N*ggas21 Savage & Metro Boomin"
84,2020-10-17,"Years Go By","Bryson Tiller","Years Go ByBryson Tiller"
58,2020-10-24,"Baby, I'm Jealous","Bebe Rexha Featuring Doja Cat","Baby, I'm JealousBebe Rexha Featuring Doja Cat"
98,2020-10-24,"Sofia","Clairo","SofiaClairo"
81,2020-10-31,"Canceled","Larray","CanceledLarray"
71,2020-10-31,"Hate The Way","G-Eazy Featuring blackbear","Hate The WayG-Eazy Featuring blackbear"
97,2020-10-31,"Pardon","T.I. Featuring Lil Baby","PardonT.I. Featuring Lil Baby"
99,2020-11-07,"Head & Heart","Joel Corry X MNEK","Head & HeartJoel Corry X MNEK"
53,2020-11-07,"Spicy","Ty Dolla $ign Featuring Post Malone","SpicyTy Dolla $ign Featuring Post Malone"
69,2020-11-07,"The Other Guy","Luke Combs","The Other GuyLuke Combs"
100,2020-11-07,"Wine, Beer, Whiskey","Little Big Town","Wine, Beer, WhiskeyLittle Big Town"
75,2020-11-14,"Love Language","Ariana Grande","Love LanguageAriana Grande"
65,2020-11-14,"My Hair","Ariana Grande","My HairAriana Grande"
49,2020-11-14,"Nasty","Ariana Grande","NastyAriana Grande"
70,2020-11-14,"Obvious","Ariana Grande","ObviousAriana Grande"
52,2020-11-14,"Safety Net","Ariana Grande Featuring Ty Dolla $ign","Safety NetAriana Grande Featuring Ty Dolla $ign"
47,2020-11-14,"Shut Up","Ariana Grande","Shut UpAriana Grande"
63,2020-11-14,"Six Thirty","Ariana Grande","Six ThirtyAriana Grande"
98,2020-11-14,"Thick","DJ Chose Featuring BeatKing","ThickDJ Chose Featuring BeatKing"
80,2020-11-14,"Weeeeee","Trippie Redd","WeeeeeeTrippie Redd"
71,2020-11-14,"West Side","Ariana Grande","West SideAriana Grande"
77,2020-11-21,"All These N**gas","King Von Featuring Lil Durk","All These N**gasKing Von Featuring Lil Durk"
83,2020-11-21,"Always Do","The Kid LAROI","Always DoThe Kid LAROI"
81,2020-11-21,"Crazy Story 2.0","King Von Featuring Lil Durk","Crazy Story 2.0King Von Featuring Lil Durk"
65,2020-11-21,"Don't Need Friends","NAV Featuring Lil Baby","Don't Need FriendsNAV Featuring Lil Baby"
99,2020-11-21,"F*ck You, Goodbye","The Kid LAROI Featuring Machine Gun Kelly","F*ck You, GoodbyeThe Kid LAROI Featuring Machine Gun Kelly"
66,2020-11-21,"The Code","King Von Featuring Polo G","The CodeKing Von Featuring Polo G"
76,2020-11-21,"Tragic","The Kid LAROI Featuring YoungBoy Never Brok Again & Internet Money","TragicThe Kid LAROI Featuring YoungBoy Never Brok Again & Internet Money"
35,2020-11-21,"What That Speed Bout!?","Mike WiLL Made-It, Nicki Minaj & YoungBoy Never Broke Again","What That Speed Bout!?Mike WiLL Made-It, Nicki Minaj & YoungBoy Never Broke Again"
84,2020-11-21,"Young Wheezy","NAV With Gunna","Young WheezyNAV With Gunna"
100,2020-11-28,"Bought A Bad Bitch","Future & Lil Uzi Vert","Bought A Bad BitchFuture & Lil Uzi Vert"
57,2020-11-28,"Iris","Phoebe & Maggie","IrisPhoebe & Maggie"
64,2020-11-28,"Marni On Me","Future & Lil Uzi Vert","Marni On MeFuture & Lil Uzi Vert"
67,2020-11-28,"Million Dollar Play","Future & Lil Uzi Vert","Million Dollar PlayFuture & Lil Uzi Vert"
86,2020-11-28,"Plastic","Future & Lil Uzi Vert","PlasticFuture & Lil Uzi Vert"
54,2020-11-28,"Real Baby Pluto","Future & Lil Uzi Vert","Real Baby PlutoFuture & Lil Uzi Vert"
97,2020-11-28,"Rockstar Chainz","Future","Rockstar ChainzFuture"
68,2020-11-28,"Sleeping On The Floor","Future & Lil Uzi Vert","Sleeping On The FloorFuture & Lil Uzi Vert"
46,2020-11-28,"Stripes Like Burberry","Future & Lil Uzi Vert","Stripes Like BurberryFuture & Lil Uzi Vert"
50,2020-11-28,"That's It","Future & Lil Uzi Vert","That's ItFuture & Lil Uzi Vert"
13,2020-12-05,"Blue & Grey","BTS","Blue & GreyBTS"
94,2020-12-05,"Circles","Megan Thee Stallion","CirclesMegan Thee Stallion"
72,2020-12-05,"Dis-ease","BTS","Dis-easeBTS"
92,2020-12-05,"Do It On The Tip","Megan Thee Stallion Featuring City Girls & Hot Girl Meg","Do It On The TipMegan Thee Stallion Featuring City Girls & Hot Girl Meg"
69,2020-12-05,"Fly To My Room","BTS","Fly To My RoomBTS"
86,2020-12-05,"Pain Away","Meek Mill Featuring Lil Durk","Pain AwayMeek Mill Featuring Lil Durk"
82,2020-12-05,"Shots Fired","Megan Thee Stallion","Shots FiredMegan Thee Stallion"
22,2020-12-05,"Stay","BTS","StayBTS"
70,2020-12-05,"Telepathy","BTS","TelepathyBTS"
78,2020-12-12,"Booker T","Bad Bunny","Booker TBad Bunny"
79,2020-12-12,"El Mundo Es Mio","Bad Bunny","El Mundo Es MioBad Bunny"
72,2020-12-12,"Haciendo Que Me Amas","Bad Bunny","Haciendo Que Me AmasBad Bunny"
81,2020-12-12,"Hoy Cobre","Bad Bunny","Hoy CobreBad Bunny"
94,2020-12-12,"La Droga","Bad Bunny","La DrogaBad Bunny"
87,2020-12-12,"Maldita Pobreza","Bad Bunny","Maldita PobrezaBad Bunny"
74,2020-12-12,"Te Deseo Lo Mejor","Bad Bunny","Te Deseo Lo MejorBad Bunny"
64,2020-12-12,"Yo Visto Asi","Bad Bunny","Yo Visto AsiBad Bunny"
76,2020-12-19,"Oh Santa!","Mariah Carey Featuring Ariana Grande & Jennifer Hudson","Oh Santa!Mariah Carey Featuring Ariana Grande & Jennifer Hudson"
72,2020-12-19,"Real Shit","Juice WRLD x benny blanco","Real ShitJuice WRLD x benny blanco"
64,2020-12-26,"Another Day","Kid Cudi","Another DayKid Cudi"
100,2020-12-26,"Beautiful Trip","Kid Cudi","Beautiful TripKid Cudi"
82,2020-12-26,"Closure","Taylor Swift","ClosureTaylor Swift"
63,2020-12-26,"Coney Island","Taylor Swift Featuring The National","Coney IslandTaylor Swift Featuring The National"
71,2020-12-26,"Cowboy Like Me","Taylor Swift","Cowboy Like MeTaylor Swift"
91,2020-12-26,"Damaged","Kid Cudi","DamagedKid Cudi"
80,2020-12-26,"Dive","Kid Cudi","DiveKid Cudi"
